STATION;VALID_FROM;VALID_TO;ISSUE_ID;ISSUE_RELEVANCY;ISSUE DESCRIPTION;TESTED;TESTER;INPUT1;INPUT2;STATUS;COMMENTS
MN.BNI..VHN;2023-12-27;;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band V -> H (sr: 100.0 Hz, corner period: 125.46 s)
MN.BNI..VHZ;2016-10-26;2023-11-25;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band V -> H (sr: 100.0 Hz, corner period: 125.46 s)
MN.BNI..VHZ;2023-12-27;;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band V -> H (sr: 100.0 Hz, corner period: 125.46 s)
MN.CEL..UHE;2003-10-29;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 346.12 s, table: 120.00 s
MN.CEL..UHN;2003-10-29;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 346.12 s, table: 120.00 s
MN.CEL..UHZ;2003-10-29;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 346.12 s, table: 120.00 s
MN.CEL..VHE;2017-10-05;;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band V -> L (sr: 1.0 Hz, corner period: 128.38 s)
MN.CEL..VHN;2017-10-05;;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band V -> L (sr: 1.0 Hz, corner period: 128.38 s)
MN.CEL..VHZ;2017-10-05;;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band V -> L (sr: 1.0 Hz, corner period: 128.38 s)
MN.CUC..UHE;2005-07-05;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 346.12 s, table: 120.00 s
MN.CUC..UHN;2005-07-05;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 346.12 s, table: 120.00 s
MN.CUC..UHZ;2005-07-05;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 346.12 s, table: 120.00 s
MN.CUC..VHE;2017-09-30;;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band V -> L (sr: 1.0 Hz, corner period: 128.38 s)
MN.CUC..VHN;2017-09-30;;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band V -> L (sr: 1.0 Hz, corner period: 128.38 s)
MN.CUC..VHZ;2017-09-30;;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band V -> L (sr: 1.0 Hz, corner period: 128.38 s)
MN.DIVS..UHE;2005-07-14;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 435.91 s, table: 360.00 s
MN.DIVS..UHN;2005-07-14;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 435.91 s, table: 360.00 s
MN.DIVS..UHZ;2005-07-14;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 435.91 s, table: 360.00 s
MN.DIVS..VHE;2022-04-08;;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band V -> L (sr: 1.0 Hz, corner period: 362.46 s)
MN.DIVS..VHN;2022-04-08;;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band V -> L (sr: 1.0 Hz, corner period: 362.46 s)
MN.DIVS..VHZ;2022-04-08;;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band V -> L (sr: 1.0 Hz, corner period: 362.46 s)
MN.PDG..UHE;2008-07-18;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 346.12 s, table: 120.00 s
MN.PDG..UHN;2008-07-18;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 346.12 s, table: 120.00 s
MN.PDG..UHZ;2008-07-18;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 346.12 s, table: 120.00 s
MN.PDG..VHE;2018-04-23;;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band V -> L (sr: 1.0 Hz, corner period: 128.38 s)
MN.PDG..VHN;2018-04-23;;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band V -> L (sr: 1.0 Hz, corner period: 128.38 s)
MN.PDG..VHZ;2018-04-23;;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band V -> L (sr: 1.0 Hz, corner period: 128.38 s)
MN.SENA..HHE;2021-06-21;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 362.46 s, table: 240.00 s
MN.SENA..HHE;2021-06-21;;4.03;3;metadata - real(Pole) >= 0 in the analog PolesZerosResponseStage;240523;LV:lv_codes;META::240521;;found:240523;inventoryP&Z: real(P)>=0  stage1: Pole=0.012293+0.012315j
MN.SENA..HHE;2021-06-21;;4.03;3;metadata - real(Pole) >= 0 in the analog PolesZerosResponseStage;240523;LV:lv_codes;META::240521;;found:240523;inventoryP&Z: real(P)>=0  stage1: Pole=0.012293-0.012315j
MN.SENA..HHE;2021-06-21;;4.03;3;metadata - real(Pole) >= 0 in the analog PolesZerosResponseStage;240523;LV:lv_codes;META::240521;;found:240523;inventoryP&Z: real(P)>=0  stage1: Pole=155.8+252.8j
MN.SENA..HHE;2021-06-21;;4.03;3;metadata - real(Pole) >= 0 in the analog PolesZerosResponseStage;240523;LV:lv_codes;META::240521;;found:240523;inventoryP&Z: real(P)>=0  stage1: Pole=155.8-252.8j
MN.SENA..HHE;2021-06-21;;4.03;3;metadata - real(Pole) >= 0 in the analog PolesZerosResponseStage;240523;LV:lv_codes;META::240521;;found:240523;inventoryP&Z: real(P)>=0  stage1: Pole=4900+5100j
MN.SENA..HHE;2021-06-21;;4.03;3;metadata - real(Pole) >= 0 in the analog PolesZerosResponseStage;240523;LV:lv_codes;META::240521;;found:240523;inventoryP&Z: real(P)>=0  stage1: Pole=4900-5100j
MN.SENA..HHE;2021-06-21;;4.03;3;metadata - real(Pole) >= 0 in the analog PolesZerosResponseStage;240523;LV:lv_codes;META::240521;;found:240523;inventoryP&Z: real(P)>=0  stage1: Pole=6700+1300j
MN.SENA..HHE;2021-06-21;;4.03;3;metadata - real(Pole) >= 0 in the analog PolesZerosResponseStage;240523;LV:lv_codes;META::240521;;found:240523;inventoryP&Z: real(P)>=0  stage1: Pole=6700-1300j
MN.SENA..HHN;2021-06-21;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 362.46 s, table: 240.00 s
MN.SENA..HHN;2021-06-21;;4.03;3;metadata - real(Pole) >= 0 in the analog PolesZerosResponseStage;240523;LV:lv_codes;META::240521;;found:240523;inventoryP&Z: real(P)>=0  stage1: Pole=0.012293+0.012315j
MN.SENA..HHN;2021-06-21;;4.03;3;metadata - real(Pole) >= 0 in the analog PolesZerosResponseStage;240523;LV:lv_codes;META::240521;;found:240523;inventoryP&Z: real(P)>=0  stage1: Pole=0.012293-0.012315j
MN.SENA..HHN;2021-06-21;;4.03;3;metadata - real(Pole) >= 0 in the analog PolesZerosResponseStage;240523;LV:lv_codes;META::240521;;found:240523;inventoryP&Z: real(P)>=0  stage1: Pole=155.8+252.8j
MN.SENA..HHN;2021-06-21;;4.03;3;metadata - real(Pole) >= 0 in the analog PolesZerosResponseStage;240523;LV:lv_codes;META::240521;;found:240523;inventoryP&Z: real(P)>=0  stage1: Pole=155.8-252.8j
MN.SENA..HHN;2021-06-21;;4.03;3;metadata - real(Pole) >= 0 in the analog PolesZerosResponseStage;240523;LV:lv_codes;META::240521;;found:240523;inventoryP&Z: real(P)>=0  stage1: Pole=4900+5100j
MN.SENA..HHN;2021-06-21;;4.03;3;metadata - real(Pole) >= 0 in the analog PolesZerosResponseStage;240523;LV:lv_codes;META::240521;;found:240523;inventoryP&Z: real(P)>=0  stage1: Pole=4900-5100j
MN.SENA..HHN;2021-06-21;;4.03;3;metadata - real(Pole) >= 0 in the analog PolesZerosResponseStage;240523;LV:lv_codes;META::240521;;found:240523;inventoryP&Z: real(P)>=0  stage1: Pole=6700+1300j
MN.SENA..HHN;2021-06-21;;4.03;3;metadata - real(Pole) >= 0 in the analog PolesZerosResponseStage;240523;LV:lv_codes;META::240521;;found:240523;inventoryP&Z: real(P)>=0  stage1: Pole=6700-1300j
MN.SENA..HHZ;2021-06-21;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 362.46 s, table: 240.00 s
MN.SENA..HHZ;2021-06-21;;4.03;3;metadata - real(Pole) >= 0 in the analog PolesZerosResponseStage;240523;LV:lv_codes;META::240521;;found:240523;inventoryP&Z: real(P)>=0  stage1: Pole=0.012293+0.012315j
MN.SENA..HHZ;2021-06-21;;4.03;3;metadata - real(Pole) >= 0 in the analog PolesZerosResponseStage;240523;LV:lv_codes;META::240521;;found:240523;inventoryP&Z: real(P)>=0  stage1: Pole=0.012293-0.012315j
MN.SENA..HHZ;2021-06-21;;4.03;3;metadata - real(Pole) >= 0 in the analog PolesZerosResponseStage;240523;LV:lv_codes;META::240521;;found:240523;inventoryP&Z: real(P)>=0  stage1: Pole=155.8+252.8j
MN.SENA..HHZ;2021-06-21;;4.03;3;metadata - real(Pole) >= 0 in the analog PolesZerosResponseStage;240523;LV:lv_codes;META::240521;;found:240523;inventoryP&Z: real(P)>=0  stage1: Pole=155.8-252.8j
MN.SENA..HHZ;2021-06-21;;4.03;3;metadata - real(Pole) >= 0 in the analog PolesZerosResponseStage;240523;LV:lv_codes;META::240521;;found:240523;inventoryP&Z: real(P)>=0  stage1: Pole=4900+5100j
MN.SENA..HHZ;2021-06-21;;4.03;3;metadata - real(Pole) >= 0 in the analog PolesZerosResponseStage;240523;LV:lv_codes;META::240521;;found:240523;inventoryP&Z: real(P)>=0  stage1: Pole=4900-5100j
MN.SENA..HHZ;2021-06-21;;4.03;3;metadata - real(Pole) >= 0 in the analog PolesZerosResponseStage;240523;LV:lv_codes;META::240521;;found:240523;inventoryP&Z: real(P)>=0  stage1: Pole=6700+1300j
MN.SENA..HHZ;2021-06-21;;4.03;3;metadata - real(Pole) >= 0 in the analog PolesZerosResponseStage;240523;LV:lv_codes;META::240521;;found:240523;inventoryP&Z: real(P)>=0  stage1: Pole=6700-1300j
MN.TIP..UHE;2008-02-07;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 346.12 s, table: 120.00 s
MN.TIP..UHN;2008-02-07;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 346.12 s, table: 120.00 s
MN.TIP..UHZ;2008-02-07;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 346.12 s, table: 120.00 s
MN.TIP..VHE;2017-10-02;;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band V -> L (sr: 1.0 Hz, corner period: 128.38 s)
MN.TIP..VHN;2017-10-02;;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band V -> L (sr: 1.0 Hz, corner period: 128.38 s)
MN.TIP..VHZ;2017-10-02;;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band V -> L (sr: 1.0 Hz, corner period: 128.38 s)
MN.TRI..LHE;2017-08-16;;4;5;metadata response failure;240523;LV:lv_codes;META::240521;;found:240523;check_channel: Illegal RESP format
MN.TRI..LHN;2017-08-16;;4;5;metadata response failure;240523;LV:lv_codes;META::240521;;found:240523;check_channel: Illegal RESP format
MN.TRI..LHZ;2017-08-16;;4;5;metadata response failure;240523;LV:lv_codes;META::240521;;found:240523;check_channel: Illegal RESP format
MN.TRI..UHE;2005-04-08;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 435.91 s, table: 360.00 s
MN.TRI..UHN;2005-04-08;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 435.91 s, table: 360.00 s
MN.TRI..UHZ;2005-04-08;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 435.91 s, table: 360.00 s
MN.TRI..VHE;2017-08-16;;4;5;metadata response failure;240523;LV:lv_codes;META::240521;;found:240523;check_channel: Illegal RESP format
MN.TRI..VHN;2017-08-16;;4;5;metadata response failure;240523;LV:lv_codes;META::240521;;found:240523;check_channel: Illegal RESP format
MN.TRI..VHZ;2017-08-16;;4;5;metadata response failure;240523;LV:lv_codes;META::240521;;found:240523;check_channel: Illegal RESP format
MN.TUE..VHE;2017-07-26;;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band V -> L (sr: 1.0 Hz, corner period: 128.38 s)
MN.TUE..VHN;2017-07-26;;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band V -> L (sr: 1.0 Hz, corner period: 128.38 s)
MN.TUE..VHZ;2017-07-26;;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band V -> L (sr: 1.0 Hz, corner period: 128.38 s)
MN.VLC..VHE;2017-02-23;2021-06-08;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band V -> L (sr: 1.0 Hz, corner period: 128.38 s)
MN.VLC..VHE;2022-05-03;2099-05-03;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band V -> L (sr: 1.0 Hz, corner period: 128.38 s)
MN.VLC..VHN;2017-02-23;2021-06-08;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band V -> L (sr: 1.0 Hz, corner period: 128.38 s)
MN.VLC..VHN;2022-05-03;2099-05-03;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band V -> L (sr: 1.0 Hz, corner period: 128.38 s)
MN.VLC..VHZ;2017-02-23;2021-06-08;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band V -> L (sr: 1.0 Hz, corner period: 128.38 s)
MN.VLC..VHZ;2022-05-03;2099-05-03;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band V -> L (sr: 1.0 Hz, corner period: 128.38 s)
MN.VSL..UHE;2005-06-01;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 435.91 s, table: 360.00 s
MN.VSL..UHN;2005-06-01;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 435.91 s, table: 360.00 s
MN.VSL..UHZ;2005-06-01;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 435.91 s, table: 360.00 s
MN.VSL..VHE;2017-06-30;;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band V -> L (sr: 1.0 Hz, corner period: 362.46 s)
MN.VSL..VHN;2017-06-30;;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band V -> L (sr: 1.0 Hz, corner period: 362.46 s)
MN.VSL..VHZ;2017-06-30;;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band V -> L (sr: 1.0 Hz, corner period: 362.46 s)
MN.WDD..UHE;2000-01-18;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 346.12 s, table: 120.00 s
MN.WDD..UHN;2000-01-18;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 346.12 s, table: 120.00 s
MN.WDD..UHZ;2000-01-18;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 346.12 s, table: 120.00 s
MN.WDD..VHE;2017-07-01;;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band V -> L (sr: 1.0 Hz, corner period: 128.38 s)
MN.WDD..VHN;2017-07-01;;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band V -> L (sr: 1.0 Hz, corner period: 128.38 s)
MN.WDD..VHZ;2017-07-01;;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band V -> L (sr: 1.0 Hz, corner period: 128.38 s)
MT.CLP2.07.EHZ;2010-09-24;2020-09-14;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band E -> H (sr: 100.0 Hz, corner period: 12.79 s)
MT.CLP2.01.HH1;2021-04-14;2021-05-14;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band H -> C (sr: 250.0 Hz, corner period: 12.50 s)
MT.CLP2.01.HH3;2021-04-14;2021-05-14;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band H -> C (sr: 250.0 Hz, corner period: 12.21 s)
MT.CLP2.02.HH4;2021-04-14;2021-05-14;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band H -> C (sr: 250.0 Hz, corner period: 12.50 s)
MT.CLP2.02.HH6;2021-04-14;2021-05-14;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band H -> C (sr: 250.0 Hz, corner period: 14.35 s)
MT.CLP2.01.DH1;2021-05-14;2500-12-31;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band D -> C (sr: 250.0 Hz, corner period: 12.50 s)
MT.CLP2.01.DH3;2021-05-14;2500-12-31;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band D -> C (sr: 250.0 Hz, corner period: 12.21 s)
MT.CLP2.02.DH4;2021-05-14;2500-12-31;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band D -> C (sr: 250.0 Hz, corner period: 12.50 s)
MT.CLP2.02.DH6;2021-05-14;2500-12-31;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band D -> C (sr: 250.0 Hz, corner period: 14.35 s)
MT.CLP4.01.HH1;2021-04-14;2021-05-14;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> D (sr: 250.0 Hz, corner period: 0.22 s)
MT.CLP4.01.HH2;2021-04-14;2021-05-14;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> D (sr: 250.0 Hz, corner period: 0.22 s)
MT.CLP4.01.HH3;2021-04-14;2021-05-14;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> D (sr: 250.0 Hz, corner period: 0.22 s)
MT.CLP4.02.HH5;2021-04-14;2021-05-14;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> D (sr: 250.0 Hz, corner period: 0.22 s)
MT.CLP4.02.HH6;2021-04-14;2021-05-14;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band H -> D (sr: 250.0 Hz, corner period: 0.22 s)
MT.GAL.03.DHZ;2020-12-01;2021-04-02;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band D -> E (sr: 100.0 Hz, corner period: 0.97 s)
MT.GAL.04.DHZ;2020-12-01;2021-04-02;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band D -> E (sr: 100.0 Hz, corner period: 1.04 s)
MT.GAL.05.DHZ;2020-12-01;2021-04-02;4.05;3;metadata - incorrect channel band due to sampling rate;240523;LV:lv_codes;META::240521;;found:240523;band D -> E (sr: 100.0 Hz, corner period: 0.97 s)
MT.RUI.04.CHZ;2016-05-04;2017-05-31;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band C -> D (sr: 250.0 Hz, corner period: 0.51 s)
MT.RUI.01.CHZ;2016-06-21;2017-05-31;4.06;4;metadata - channel band confusion in broadband and short-period;240523;LV:lv_codes;META::240521;;found:240523;band C -> D (sr: 250.0 Hz, corner period: 0.51 s)
NI.POLC..HHE;2008-07-17;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 190.02 s, table: 30.00 s
NI.POLC..HHN;2008-07-17;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 190.02 s, table: 30.00 s
NI.POLC..HHZ;2008-07-17;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 190.02 s, table: 30.00 s
NI.VINO..HHE;2017-10-31;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 40.52 s, table: 100.00 s
NI.VINO..HHN;2017-10-31;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 40.52 s, table: 100.00 s
NI.VINO..HHZ;2017-10-31;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 40.52 s, table: 100.00 s
OE.CONA.BH.BH1;2023-10-18;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 362.46 s, table: 120.00 s
OE.CONA.BH.BH2;2023-10-18;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 362.46 s, table: 120.00 s
OE.CONA.BH.BHZ;2023-10-18;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 362.46 s, table: 120.00 s
OE.CONA.BH.HH1;2023-10-18;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 362.46 s, table: 120.00 s
OE.CONA.BH.HH2;2023-10-18;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 362.46 s, table: 120.00 s
OE.CONA.BH.HHZ;2023-10-18;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 362.46 s, table: 120.00 s
OE.CONA.BH.LH1;2023-10-18;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 370.92 s, table: 120.00 s
OE.CONA.BH.LH2;2023-10-18;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 370.92 s, table: 120.00 s
OE.CONA.BH.LHZ;2023-10-18;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 370.92 s, table: 120.00 s
OT.OT11..HHE;2024-03-11;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 122.60 s, table: 1.00 s
OT.OT11..HHN;2024-03-11;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 122.60 s, table: 1.00 s
OT.OT11..HHZ;2024-03-11;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 122.60 s, table: 1.00 s
OT.OT12..HHE;2024-02-15;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 20.29 s, table: 1.00 s
OT.OT12..HHN;2024-02-15;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 20.29 s, table: 1.00 s
OT.OT12..HHZ;2024-02-15;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 20.29 s, table: 1.00 s
OT.OT14..HHE;2024-02-15;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 20.29 s, table: 1.00 s
OT.OT14..HHN;2024-02-15;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 20.29 s, table: 1.00 s
OT.OT14..HHZ;2024-02-15;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 20.29 s, table: 1.00 s
OT.OT16..HHE;2024-02-28;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 20.29 s, table: 1.00 s
OT.OT16..HHN;2024-02-28;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 20.29 s, table: 1.00 s
OT.OT16..HHZ;2024-02-28;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 20.29 s, table: 1.00 s
OX.ACOM..HHE;2016-01-01;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 125.46 s, table: 40.00 s
OX.ACOM..HHN;2016-01-01;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 125.46 s, table: 40.00 s
OX.ACOM..HHZ;2016-01-01;;4.07;2;metadata - corner confusion between real and tabled values;240523;LV:lv_codes;META::240521;;found:240523;corner period: real: 125.46 s, table: 40.00 s
OX.BAD..LHE;2016-01-01;;4;5;metadata response failure;240523;LV:lv_codes;META::240521;;found:240523;check_channel: Illegal RESP format
OX.BAD..LHN;2016-01-01;;4;5;metadata response failure;240523;LV:lv_codes;META::240521;;found:240523;check_channel: Illegal RESP format
OX.BAD..LHZ;2016-01-01;;4;5;metadata response failure;240523;LV:lv_codes;META::240521;;found:240523;check_channel: Illegal RESP format
OX.BAD..VHE;2016-01-01;;4;5;metadata response failure;240523;LV:lv_codes;META::240521;;found:240523;check_channel: Illegal RESP format
OX.BAD..VHN;2016-01-01;;4;5;metadata response failure;240523;LV:lv_codes;META::240521;;found:240523;check_channel: Illegal RESP format
OX.BAD..VHZ;2016-01-01;;4;5;metadata response failure;240523;LV:lv_codes;META::240521;;found:240523;check_channel: Illegal RESP format
OX.BALD..LHE;2016-01-01;;4;5;metadata response failure;240523;LV:lv_codes;META::240521;;found:240523;check_channel: Illegal RESP format
